trip_id,vehicle_id,driver_id,driver_name,trip_date,trip_month,trip_quarter,route_name,route_category,distance_km,fuel_consumed_l,fuel_efficiency_kml,fuel_cost_inr,road_difficulty,difficulty_tier,traffic_level,weather,delay_minutes,delivery_status,expected_duration_h,actual_duration_h,total_maint_cost_inr,maint_count,avg_downtime_h,toll_cost_inr,labour_cost_inr,total_trip_cost_inr,cost_per_km,driver_perf_score,safety_rating,experience_years,vehicle_type,fuel_type,year_mfg,base_km_per_l,capacity_kg,customer_location,avg_speed_kmph
T0157,V006,D011,Driver_11,2023-04-15 00:00:00,4,2,Route_City_B,City,349.9,36.04,9.70865704772475,3527.69,9.3,Hard,Medium,Clear,26,Minor Delay,5.83,6.26,19346.64,1,29.0,0.0,1510.3041051258026,24384.634105125802,69.69,69.76,3.5,3,Van,Diesel,2016,10.74,7599,North Zone,74.3
T0158,V013,D008,Driver_8,2023-04-15 16:00:00,4,2,Route_Rural_X,Rural,296.3,19.4,15.273195876288662,1898.65,9.6,Hard,High,Clear,47,Major Delay,4.94,5.72,18146.56,1,33.3,0.0,1339.2888163288858,21384.498816328887,72.17,79.73,4.1,5,Bus,Petrol,2011,17.12,3573,South Zone,41.0
T0159,V020,D019,Driver_19,2023-04-16 08:00:00,4,2,Route_Highway_2,Highway,302.2,26.47,11.416698148847752,2302.7,6.2,Hard,Very High,Hot,66,Major Delay,5.04,6.14,18395.2,1,26.0,1112.3354696476724,1181.0334154060295,22991.2688850537,76.08,64.04,3.5,10,SUV,Diesel,2021,14.03,4797,East Zone,63.2
T0160,V015,D013,Driver_13,2023-04-17 00:00:00,4,2,Route_Highway_2,Highway,181.7,12.22,14.869067103109655,1159.09,4.2,Moderate,Medium,Rain,30,Major Delay,3.03,3.53,33176.83,4,30.275000000000002,698.2629804238678,855.7216159264692,11007.282096350336,60.58,79.68,3.3,5,SUV,Petrol,2017,16.98,4343,Central,80.1
T0161,V003,D012,Driver_12,2023-04-17 16:00:00,4,2,Route_Highway_1,Highway,151.5,22.71,6.67107001321004,2260.62,8.1,Hard,Low,Rain,25,Minor Delay,2.52,2.94,46267.04,3,3.8333333333333335,511.0473038374935,566.5384821366556,18760.552452640815,123.83,63.12,3.5,1,Sedan,Diesel,2023,7.98,7541,South Zone,49.0
T0162,V008,D005,Driver_5,2023-04-18 08:00:00,4,2,Route_Rural_Y,Rural,161.0,25.66,6.27435697583788,2441.82,3.3,Moderate,Low,Clear,21,Minor Delay,2.68,3.03,21444.72,2,21.549999999999997,0.0,759.2857726493233,13923.465772649324,86.48,63.98,3.7,3,Sedan,Diesel,2018,6.17,8726,North Zone,44.2
T0163,V020,D006,Driver_6,2023-04-19 00:00:00,4,2,Route_Rural_Y,Rural,395.3,35.79,11.044984632578933,3685.68,6.1,Hard,High,Rain,80,Major Delay,6.59,7.92,18395.2,1,26.0,0.0,1804.1718821628187,23885.05188216282,60.42,60.25,3.6,1,SUV,Diesel,2021,14.03,4797,West Zone,52.0
T0164,V016,D022,Driver_22,2023-04-19 16:00:00,4,2,Route_City_B,City,35.2,2.38,14.789915966386557,210.11,4.2,Moderate,High,Clear,31,Major Delay,0.59,1.1,35493.38,2,22.25,0.0,299.1955531339091,18255.995553133907,518.64,79.26,3.3,7,Van,Petrol,2019,16.2,8489,Central,46.9
T0165,V013,D004,Driver_4,2023-04-20 08:00:00,4,2,Route_Highway_2,Highway,349.5,22.15,15.778781038374719,2253.63,6.9,Hard,Medium,Rain,48,Major Delay,5.83,6.62,18146.56,1,33.3,914.7356994136613,1903.4851486450766,23218.41084805874,66.43,76.23,3.0,8,Bus,Petrol,2011,17.12,3573,South Zone,45.0
T0166,V018,D019,Driver_19,2023-04-21 00:00:00,4,2,Route_Highway_1,Highway,239.9,40.35,5.9454770755886,3733.35,3.2,Moderate,High,Hot,39,Major Delay,4.0,4.65,61824.66,4,15.649999999999999,390.249628280532,1355.4194408090784,20935.184069089613,87.27,58.12,3.5,10,Bus,Electric,2021,7.14,6175,West Zone,59.7
T0167,V010,D020,Driver_20,2023-04-21 16:00:00,4,2,Route_Rural_X,Rural,186.7,16.06,11.625155666251556,1644.46,2.7,Easy,High,Rain,50,Major Delay,3.11,3.94,55975.82,4,22.625,0.0,915.0343519657054,16553.449351965704,88.66,71.95,4.4,13,Bus,Petrol,2017,14.54,2085,East Zone,93.5
T0168,V019,D001,Driver_1,2023-04-22 08:00:00,4,2,Route_Highway_2,Highway,295.6,35.27,8.381060391267367,3033.51,9.3,Hard,High,Hot,51,Major Delay,4.93,5.78,68962.6,4,20.1,491.63611707036443,1544.9238531833344,22310.7199702537,75.48,65.96,4.8,5,Truck,Petrol,2021,10.45,661,East Zone,65.5
T0169,V017,D020,Driver_20,2023-04-23 00:00:00,4,2,Route_Highway_1,Highway,204.9,28.94,7.080165860400829,2780.29,1.9,Easy,Very High,Fog,85,Major Delay,3.42,4.83,1503.97,1,34.1,548.8323222058724,836.9456545691341,5670.037976775006,27.67,53.27,4.4,13,SUV,Diesel,2018,11.39,7373,East Zone,43.2
T0170,V019,D017,Driver_17,2023-04-23 16:00:00,4,2,Route_Highway_1,Highway,351.9,35.96,9.78587319243604,3244.58,5.6,Moderate,Medium,Clear,50,Major Delay,5.86,6.7,68962.6,4,20.1,1368.3376043961139,1398.8797321006791,23252.447336496793,66.08,62.58,3.1,15,Truck,Petrol,2021,10.45,661,West Zone,35.4
T0171,V005,D012,Driver_12,2023-04-24 08:00:00,4,2,Route_City_A,City,362.3,39.33,9.211797609966947,4312.34,3.0,Easy,High,Hot,37,Major Delay,6.04,6.65,14482.130000000001,3,22.599999999999998,0.0,1423.1621693753448,10562.878836042011,29.16,66.0,3.5,1,Bus,Diesel,2023,11.08,5986,North Zone,78.7
T0172,V009,D015,Driver_15,2023-04-25 00:00:00,4,2,Route_Rural_X,Rural,180.3,22.3,8.085201793721973,1907.21,1.4,Easy,Medium,Clear,38,Major Delay,3.01,3.64,69521.94,3,20.133333333333333,0.0,817.0298172445443,25898.219817244542,143.64,65.61,4.1,7,Sedan,Diesel,2023,8.39,3652,West Zone,56.8
T0173,V012,D001,Driver_1,2023-04-25 16:00:00,4,2,Route_City_A,City,125.2,12.92,9.690402476780186,1303.16,1.3,Easy,High,Rain,51,Major Delay,2.09,2.94,60915.99,5,25.1,0.0,513.7531932273304,14000.11119322733,111.82,68.93,4.8,5,Sedan,Electric,2022,13.27,8055,North Zone,87.5
T0174,V001,D014,Driver_14,2023-04-26 08:00:00,4,2,Route_City_B,City,245.1,31.1,7.881028938906752,2747.45,2.6,Easy,High,Clear,41,Major Delay,4.08,4.77,34132.28,2,36.45,0.0,1376.7551832401182,21190.34518324012,86.46,61.62,3.4,14,SUV,Petrol,2023,9.31,8013,North Zone,76.2
T0175,V001,D006,Driver_6,2023-04-27 00:00:00,4,2,Route_City_A,City,366.7,47.66,7.694083088543852,4632.69,8.8,Hard,High,Clear,0,On Time,6.11,6.11,34132.28,2,36.45,0.0,1240.6507453960623,22939.48074539606,62.56,71.82,3.6,1,SUV,Petrol,2023,9.31,8013,East Zone,85.7
T0176,V015,D005,Driver_5,2023-04-27 16:00:00,4,2,Route_Mixed,Mixed,100.1,6.76,14.807692307692307,636.02,3.5,Moderate,High,Clear,33,Major Delay,1.67,2.22,33176.83,4,30.275000000000002,303.2168748640163,526.3169370299353,9759.761311893952,97.5,80.43,3.7,3,SUV,Petrol,2017,16.98,4343,North Zone,49.0
T0177,V002,D011,Driver_11,2023-04-28 08:00:00,4,2,Route_City_A,City,256.7,24.38,10.529122231337162,2203.44,9.6,Hard,Low,Clear,27,Minor Delay,4.28,4.73,10495.08,1,16.3,0.0,962.6971706107104,13661.217170610711,53.22,71.37,3.5,3,Bus,Diesel,2013,9.56,3112,Central,78.5
T0178,V016,D004,Driver_4,2023-04-29 00:00:00,4,2,Route_Mixed,Mixed,260.0,17.15,15.160349854227407,1785.88,6.2,Hard,Medium,Clear,18,Minor Delay,4.33,4.63,35493.38,2,22.25,635.2235640212297,768.4516261690889,20936.24519019032,80.52,82.02,3.0,8,Van,Petrol,2019,16.2,8489,Central,48.5
T0179,V008,D013,Driver_13,2023-04-29 16:00:00,4,2,Route_Highway_2,Highway,298.6,93.54439999999995,3.192067082583246,10297.74,4.9,Moderate,Very High,Rain,0,On Time,4.98,4.98,21444.72,2,21.549999999999997,554.7983141786534,1185.184808097111,22760.083122275762,76.22,60.43,3.3,5,Sedan,Diesel,2018,6.17,8726,East Zone,95.7
T0180,V013,D011,Driver_11,2023-04-30 08:00:00,4,2,Route_Rural_Y,Rural,70.0,5.06,13.833992094861662,480.59,6.2,Hard,Very High,Clear,61,Major Delay,1.17,2.18,18146.56,1,33.3,0.0,440.05303558865023,19067.203035588653,272.39,70.71,3.5,3,Bus,Petrol,2011,17.12,3573,South Zone,74.5
T0181,V001,D003,Driver_3,2023-05-01 00:00:00,5,2,Route_Highway_1,Highway,292.0,33.11,8.81908788885533,3627.98,5.7,Moderate,Low,Clear,7,Minor Delay,4.87,4.98,34132.28,2,36.45,636.6027171958988,949.6146708999938,22280.337388095893,76.3,75.49,4.3,12,SUV,Petrol,2023,9.31,8013,South Zone,52.7
T0182,V016,D001,Driver_1,2023-05-01 16:00:00,5,2,Route_Mixed,Mixed,365.4,24.6,14.853658536585364,2119.9,7.8,Hard,Low,Rain,26,Minor Delay,6.09,6.52,35493.38,2,22.25,729.8641727259958,1283.1119125033601,21879.566085229355,59.88,86.61,4.8,5,Van,Petrol,2019,16.2,8489,East Zone,48.9
T0183,V007,D006,Driver_6,2023-05-02 08:00:00,5,2,Route_Rural_X,Rural,88.3,10.03,8.803589232303091,1010.24,3.5,Moderate,Low,Clear,16,Minor Delay,1.47,1.74,14838.89,1,17.9,0.0,383.5852382361469,16232.715238236146,183.84,70.5,3.6,1,Sedan,Electric,2021,9.52,1275,Central,43.4
T0184,V005,D018,Driver_18,2023-05-03 00:00:00,5,2,Route_City_A,City,110.3,12.51,8.816946442845722,1335.3,4.2,Moderate,High,Fog,66,Major Delay,1.84,2.94,14482.130000000001,3,22.599999999999998,0.0,599.8758913626485,6762.552558029316,61.31,58.16,3.5,15,Bus,Diesel,2023,11.08,5986,Central,78.6
T0185,V003,D024,Driver_24,2023-05-03 16:00:00,5,2,Route_Mixed,Mixed,389.1,66.77,5.82746742549049,6766.45,9.0,Hard,High,Rain,56,Major Delay,6.49,7.42,46267.04,3,3.8333333333333335,1076.6493509973304,1269.5960256417168,24535.042043305715,63.06,53.78,3.5,4,Sedan,Diesel,2023,7.98,7541,West Zone,45.3
T0186,V012,D010,Driver_10,2023-05-04 08:00:00,5,2,Route_Rural_X,Rural,88.8,7.65,11.607843137254902,794.87,9.5,Hard,Medium,Storm,0,On Time,1.48,1.48,60915.99,5,25.1,0.0,432.969394170464,13411.037394170464,151.03,83.88,4.4,14,Sedan,Electric,2022,13.27,8055,North Zone,71.7
T0187,V016,D005,Driver_5,2023-05-05 00:00:00,5,2,Route_Rural_Y,Rural,344.7,24.01,14.35651811745106,2486.46,9.0,Hard,Medium,Rain,54,Major Delay,5.75,6.65,35493.38,2,22.25,0.0,1575.5036496770863,21808.653649677086,63.27,74.37,3.7,3,Van,Petrol,2019,16.2,8489,South Zone,48.5
T0188,V019,D023,Driver_23,2023-05-05 16:00:00,5,2,Route_Rural_Y,Rural,207.1,20.69,10.00966650555824,2236.75,4.8,Moderate,High,Clear,0,On Time,3.45,3.45,68962.6,4,20.1,0.0,673.352864121427,20150.75286412143,97.3,82.67,5.0,17,Truck,Petrol,2021,10.45,661,North Zone,76.3
T0189,V005,D010,Driver_10,2023-05-06 08:00:00,5,2,Route_City_A,City,113.9,12.2,9.336065573770492,1239.44,8.0,Hard,Medium,Rain,0,On Time,1.9,1.9,14482.130000000001,3,22.599999999999998,0.0,519.843220089446,6586.659886756113,57.83,78.74,4.4,14,Bus,Diesel,2023,11.08,5986,West Zone,87.0
T0190,V014,D012,Driver_12,2023-05-07 00:00:00,5,2,Route_City_B,City,350.9,27.85,12.59964093357271,2645.74,5.3,Moderate,Medium,Clear,13,Minor Delay,5.85,6.06,60260.29,5,25.580000000000002,0.0,1660.4678411860896,16358.26584118609,46.62,79.42,3.5,1,Van,CNG,2014,13.81,1521,South Zone,84.5
T0191,V005,D002,Driver_2,2023-05-07 16:00:00,5,2,Route_City_A,City,189.2,17.7,10.689265536723164,1802.76,5.5,Moderate,Medium,Clear,58,Major Delay,3.15,4.12,14482.130000000001,3,22.599999999999998,0.0,1101.4150921550722,7731.551758821739,40.86,64.31,3.5,3,Bus,Diesel,2023,11.08,5986,Central,83.3
T0192,V015,D013,Driver_13,2023-05-08 08:00:00,5,2,Route_Highway_2,Highway,215.6,13.06,16.508422664624806,1305.28,2.8,Easy,Medium,Fog,26,Minor Delay,3.59,4.03,33176.83,4,30.275000000000002,618.302526889009,880.5362716432124,11098.326298532222,51.48,84.35,3.3,5,SUV,Petrol,2017,16.98,4343,West Zone,43.1
T0193,V017,D008,Driver_8,2023-05-09 00:00:00,5,2,Route_Mixed,Mixed,156.5,13.96,11.210601719197706,1276.09,6.3,Hard,Medium,Clear,0,On Time,2.61,2.61,1503.97,1,34.1,577.4003245999714,419.2160583987712,3776.676382998742,24.13,81.78,4.1,5,SUV,Diesel,2018,11.39,7373,North Zone,36.2
T0194,V014,D002,Driver_2,2023-05-09 16:00:00,5,2,Route_Highway_1,Highway,245.3,20.44,12.000978473581213,2090.87,2.7,Easy,Medium,Fog,30,Major Delay,4.09,4.59,60260.29,5,25.580000000000002,662.2819939474288,1201.7531710820285,16006.963165029458,65.25,73.99,3.5,3,Van,CNG,2014,13.81,1521,North Zone,78.9
T0195,V020,D020,Driver_20,2023-05-10 08:00:00,5,2,Route_City_B,City,82.1,7.78,10.552699228791774,807.24,4.0,Moderate,High,Storm,99,Major Delay,1.37,3.02,18395.2,1,26.0,0.0,487.79061550244825,19690.23061550245,239.83,57.78,4.4,13,SUV,Diesel,2021,14.03,4797,South Zone,55.8
T0196,V005,D001,Driver_1,2023-05-11 00:00:00,5,2,Route_City_A,City,168.6,41.74898526065472,4.038421507669381,1649.96,8.7,Hard,High,Hot,0,On Time,2.81,2.81,14482.130000000001,3,22.599999999999998,0.0,438.8706609023404,6916.207327569007,41.02,68.34,4.8,5,Bus,Diesel,2023,11.08,5986,West Zone,60.3
T0197,V012,D005,Driver_5,2023-05-11 16:00:00,5,2,Route_Rural_X,Rural,388.4,33.49,11.597491788593608,3333.99,2.9,Easy,High,Hot,39,Major Delay,6.47,7.12,60915.99,5,25.1,0.0,1604.601498363596,17121.789498363596,44.08,71.72,3.7,3,Sedan,Electric,2022,13.27,8055,East Zone,32.2
T0198,V016,D009,Driver_9,2023-05-12 08:00:00,5,2,Route_City_B,City,118.1,7.9,14.949367088607593,813.18,1.6,Easy,High,Clear,0,On Time,1.97,1.97,35493.38,2,22.25,0.0,529.1768418239147,19089.046841823914,161.63,89.85,4.0,15,Van,Petrol,2019,16.2,8489,North Zone,48.2
T0199,V016,D017,Driver_17,2023-05-13 00:00:00,5,2,Route_Mixed,Mixed,269.6,17.46,15.441008018327606,1652.61,1.6,Easy,Low,Clear,17,Minor Delay,4.49,4.78,35493.38,2,22.25,857.3439020453438,1191.0388835245024,21447.682785569843,79.55,83.29,3.1,15,Van,Petrol,2019,16.2,8489,North Zone,32.4
T0200,V007,D009,Driver_9,2023-05-13 16:00:00,5,2,Route_City_B,City,143.6,20.8,6.903846153846153,2130.53,9.5,Hard,Medium,Rain,32,Major Delay,2.39,2.93,14838.89,1,17.9,0.0,650.310463250474,17619.730463250475,122.7,63.97,4.0,15,Sedan,Electric,2021,9.52,1275,Central,91.5
T0201,V004,D011,Driver_11,2023-05-14 08:00:00,5,2,Route_Mixed,Mixed,313.9,54.93,5.714545785545239,4710.82,5.6,Moderate,Low,Clear,11,Minor Delay,5.23,5.42,17174.29,1,6.7,869.9869406334601,1024.1526191578853,23779.249559791344,75.75,64.3,3.5,3,Bus,Petrol,2017,6.19,6735,North Zone,47.0
T0202,V001,D015,Driver_15,2023-05-15 00:00:00,5,2,Route_City_A,City,69.7,7.99,8.72340425531915,853.73,4.7,Moderate,Medium,Clear,0,On Time,1.16,1.16,34132.28,2,36.45,0.0,323.76987777169046,18243.63987777169,261.75,76.15,4.1,7,SUV,Petrol,2023,9.31,8013,North Zone,69.0
T0203,V005,D024,Driver_24,2023-05-15 16:00:00,5,2,Route_Mixed,Mixed,388.5,42.27,9.190915542938253,3650.66,8.3,Hard,High,Fog,54,Major Delay,6.47,7.38,14482.130000000001,3,22.599999999999998,1241.0939638529444,1191.1797607156752,10910.310391235285,28.08,61.88,3.5,4,Bus,Diesel,2023,11.08,5986,South Zone,32.7
T0204,V010,D006,Driver_6,2023-05-16 08:00:00,5,2,Route_City_B,City,192.4,15.81,12.169512966476914,1502.62,8.5,Hard,Very High,Clear,96,Major Delay,3.21,4.81,55975.82,4,22.625,0.0,1369.1824381805757,16865.757438180575,87.66,58.96,3.6,1,Bus,Petrol,2017,14.54,2085,South Zone,76.7
T0205,V005,D023,Driver_23,2023-05-17 00:00:00,5,2,Route_Rural_X,Rural,109.7,9.41,11.657810839532413,871.58,4.0,Moderate,Low,Clear,5,Minor Delay,1.83,1.91,14482.130000000001,3,22.599999999999998,0.0,322.4345794808923,6021.391246147559,54.89,85.2,5.0,17,Bus,Diesel,2023,11.08,5986,Central,52.6
T0206,V004,D003,Driver_3,2023-05-17 16:00:00,5,2,Route_Rural_Y,Rural,47.9,8.49,5.641931684334511,758.94,7.2,Hard,Medium,Clear,12,Minor Delay,0.8,1.0,17174.29,1,6.7,0.0,169.9222412305961,18103.152241230597,377.94,67.1,4.3,12,Bus,Petrol,2017,6.19,6735,East Zone,92.9
T0207,V002,D017,Driver_17,2023-05-18 08:00:00,5,2,Route_City_B,City,84.5,11.59,7.29076790336497,1033.3,7.9,Hard,High,Clear,0,On Time,1.41,1.41,10495.08,1,16.3,0.0,396.0208127693195,11924.40081276932,141.12,68.91,3.1,15,Bus,Diesel,2013,9.56,3112,South Zone,92.2
T0208,V020,D005,Driver_5,2023-05-19 00:00:00,5,2,Route_Mixed,Mixed,217.5,16.17,13.450834879406306,1754.41,6.9,Hard,Medium,Clear,13,Minor Delay,3.62,3.84,18395.2,1,26.0,819.4290277627435,989.2092090493488,21958.248236812095,100.96,82.14,3.7,3,SUV,Diesel,2021,14.03,4797,West Zone,52.8
T0209,V010,D012,Driver_12,2023-05-19 16:00:00,5,2,Route_Rural_Y,Rural,148.1,10.79,13.725671918443004,1005.96,2.4,Easy,Medium,Hot,15,Minor Delay,2.47,2.72,55975.82,4,22.625,0.0,683.603306224108,15683.518306224109,105.9,81.49,3.5,1,Bus,Petrol,2017,14.54,2085,Central,93.1
T0210,V019,D018,Driver_18,2023-05-20 08:00:00,5,2,Route_Mixed,Mixed,335.0,37.86,8.84838880084522,4061.56,8.9,Hard,High,Clear,0,On Time,5.58,5.58,68962.6,4,20.1,662.0425605381535,1207.6785926626544,23171.93115320081,69.17,74.04,3.5,15,Truck,Petrol,2021,10.45,661,North Zone,99.7
T0211,V001,D014,Driver_14,2023-05-21 00:00:00,5,2,Route_Rural_X,Rural,183.7,24.74,7.425222312045271,2539.32,5.9,Moderate,High,Clear,42,Major Delay,3.06,3.76,34132.28,2,36.45,0.0,689.4863674980985,20294.946367498098,110.48,60.35,3.4,14,SUV,Petrol,2023,9.31,8013,West Zone,87.8
T0212,V005,D021,Driver_21,2023-05-21 16:00:00,5,2,Route_Mixed,Mixed,114.5,10.97,10.437556973564266,958.97,3.5,Moderate,Low,Clear,8,Minor Delay,1.91,2.04,14482.130000000001,3,22.599999999999998,340.4018769349108,403.1392785230437,6529.887822124621,57.03,79.32,4.4,19,Bus,Diesel,2023,11.08,5986,West Zone,89.1
T0213,V013,D024,Driver_24,2023-05-22 08:00:00,5,2,Route_City_A,City,254.5,16.53,15.396249243799152,1421.32,4.8,Moderate,Medium,Rain,30,Major Delay,4.24,4.74,18146.56,1,33.3,0.0,1021.4047815603031,20589.284781560305,80.9,81.68,3.5,4,Bus,Petrol,2011,17.12,3573,East Zone,47.4
T0214,V004,D011,Driver_11,2023-05-23 00:00:00,5,2,Route_Highway_1,Highway,288.6,80.22,3.597606581899776,6913.08,1.3,Easy,High,Rain,64,Major Delay,4.81,5.88,17174.29,1,6.7,965.8273204562516,1032.2635666831447,26085.460887139398,90.39,46.82,3.5,3,Bus,Petrol,2017,6.19,6735,North Zone,70.4
T0215,V016,D009,Driver_9,2023-05-23 16:00:00,5,2,Route_City_B,City,83.5,5.34,15.636704119850188,534.79,2.2,Easy,Medium,Clear,88,Major Delay,1.39,2.86,35493.38,2,22.25,0.0,730.7016101583383,19012.181610158335,227.69,70.33,4.0,15,Van,Petrol,2019,16.2,8489,West Zone,34.7
T0216,V016,D002,Driver_2,2023-05-24 08:00:00,5,2,Route_Highway_1,Highway,83.7,5.35,15.644859813084114,515.88,7.9,Hard,Low,Clear,0,On Time,1.4,1.4,35493.38,2,22.25,130.56092534278008,403.43361694899295,18796.564542291773,224.57,89.43,3.5,3,Van,Petrol,2019,16.2,8489,South Zone,36.6
T0217,V002,D012,Driver_12,2023-05-25 00:00:00,5,2,Route_Mixed,Mixed,33.9,4.11,8.24817518248175,393.82,1.0,Easy,High,Clear,43,Major Delay,0.56,1.28,10495.08,1,16.3,74.70329207866769,234.43280028132511,11198.036092359993,330.33,62.38,3.5,1,Bus,Diesel,2013,9.56,3112,South Zone,99.9
T0218,V017,D003,Driver_3,2023-05-25 16:00:00,5,2,Route_Rural_X,Rural,299.8,26.02,11.521906225980016,2853.54,4.7,Moderate,Low,Clear,15,Minor Delay,5.0,5.25,1503.97,1,34.1,0.0,1537.4903940748866,5895.000394074887,19.66,79.7,4.3,12,SUV,Diesel,2018,11.39,7373,West Zone,52.9
T0219,V020,D003,Driver_3,2023-05-26 08:00:00,5,2,Route_City_B,City,272.2,22.35,12.17897091722595,2338.47,5.7,Moderate,High,Rain,53,Major Delay,4.54,5.42,18395.2,1,26.0,0.0,1032.6737564403043,21766.343756440307,79.96,72.08,4.3,12,SUV,Diesel,2021,14.03,4797,South Zone,82.4
T0220,V012,D001,Driver_1,2023-05-27 00:00:00,5,2,Route_Mixed,Mixed,200.4,16.73,11.978481769276748,1679.3,1.5,Easy,Medium,Rain,33,Major Delay,3.34,3.89,60915.99,5,25.1,754.7266544812952,1120.2499285579236,15737.47458303922,78.53,78.42,4.8,5,Sedan,Electric,2022,13.27,8055,South Zone,86.5
T0221,V018,D008,Driver_8,2023-05-27 16:00:00,5,2,Route_Rural_Y,Rural,340.8,81.66,4.173401910360029,8758.94,9.8,Hard,Very High,Clear,76,Major Delay,5.68,6.95,61824.66,4,15.649999999999999,0.0,1756.3512020000264,25971.45620200003,76.21,47.65,4.1,5,Bus,Electric,2021,7.14,6175,Central,90.1
T0222,V003,D022,Driver_22,2023-05-28 08:00:00,5,2,Route_Highway_2,Highway,326.2,45.53,7.164506918515264,4032.61,3.0,Easy,Medium,Clear,18,Minor Delay,5.44,5.74,46267.04,3,3.8333333333333335,555.1870750016386,972.3790320968594,20982.522773765166,64.32,65.11,3.3,7,Sedan,Diesel,2023,7.98,7541,East Zone,99.8
T0223,V001,D008,Driver_8,2023-05-29 00:00:00,5,2,Route_Mixed,Mixed,242.4,27.95,8.67262969588551,2951.27,3.7,Moderate,Medium,Hot,0,On Time,4.04,4.04,34132.28,2,36.45,905.200132028194,971.2402030719373,21893.85033510013,90.32,76.04,4.1,5,SUV,Petrol,2023,9.31,8013,West Zone,46.9
T0224,V001,D011,Driver_11,2023-05-29 16:00:00,5,2,Route_Highway_1,Highway,349.9,37.84,9.246828752642704,4161.26,3.7,Moderate,Low,Clear,23,Minor Delay,5.83,6.21,34132.28,2,36.45,1251.0331950186903,1824.9565167148116,24303.3897117335,69.46,69.43,3.5,3,SUV,Petrol,2023,9.31,8013,North Zone,32.8
T0225,V019,D009,Driver_9,2023-05-30 08:00:00,5,2,Route_City_B,City,98.2,10.97,8.951686417502279,1055.19,3.1,Moderate,Medium,Rain,30,Major Delay,1.64,2.14,68962.6,4,20.1,0.0,454.65033136260735,18750.49033136261,190.94,69.08,4.0,15,Truck,Petrol,2021,10.45,661,Central,58.8
T0226,V011,D005,Driver_5,2023-05-31 00:00:00,5,2,Route_Highway_1,Highway,62.5,4.29,14.56876456876457,411.79,1.0,Easy,High,Clear,31,Major Delay,1.04,1.56,16252.189999999999,2,29.549999999999997,245.30464059552202,322.391475101673,9105.581115697194,145.69,80.36,3.7,3,SUV,Diesel,2014,15.48,4443,East Zone,39.1
T0227,V005,D014,Driver_14,2023-05-31 16:00:00,5,2,Route_City_B,City,122.5,10.66,11.49155722326454,1010.81,7.6,Hard,Medium,Clear,17,Minor Delay,2.04,2.32,14482.130000000001,3,22.599999999999998,0.0,551.9307358698298,6390.117402536496,52.16,75.55,3.4,14,Bus,Diesel,2023,11.08,5986,North Zone,31.6
T0228,V012,D003,Driver_3,2023-06-01 08:00:00,6,2,Route_Mixed,Mixed,41.7,3.3,12.636363636363638,327.6,9.7,Hard,Medium,Clear,0,On Time,0.7,0.7,60915.99,5,25.1,126.22152435034324,197.58016090892494,12834.599685259269,307.78,85.81,4.3,12,Sedan,Electric,2022,13.27,8055,South Zone,55.2
T0229,V003,D021,Driver_21,2023-06-02 00:00:00,6,2,Route_City_A,City,221.8,31.95,6.94209702660407,3464.69,3.0,Easy,Medium,Rain,34,Major Delay,3.7,4.26,46267.04,3,3.8333333333333335,0.0,794.9498994066541,19681.98656607332,88.74,65.18,4.4,19,Sedan,Diesel,2023,7.98,7541,South Zone,84.9
T0230,V001,D005,Driver_5,2023-06-02 16:00:00,6,2,Route_Rural_Y,Rural,375.9,46.26,8.125810635538262,4591.52,7.0,Hard,High,Hot,0,On Time,6.26,6.26,34132.28,2,36.45,0.0,1826.7589988240247,23484.418998824025,62.48,73.2,3.7,3,SUV,Petrol,2023,9.31,8013,North Zone,69.6
T0231,V001,D005,Driver_5,2023-06-03 08:00:00,6,2,Route_Mixed,Mixed,35.0,4.47,7.829977628635347,381.54,7.7,Hard,High,Clear,32,Major Delay,0.58,1.12,34132.28,2,36.45,78.41004734449477,179.0924035294038,17705.182450873897,505.86,64.86,3.7,3,SUV,Petrol,2023,9.31,8013,North Zone,51.9
T0232,V008,D019,Driver_19,2023-06-04 00:00:00,6,2,Route_Highway_1,Highway,66.4,11.16,5.949820788530467,1097.62,8.6,Hard,Medium,Clear,19,Minor Delay,1.11,1.42,21444.72,2,21.549999999999997,236.8910002341725,326.3197598671566,12383.19076010133,186.49,62.92,3.5,10,Sedan,Diesel,2018,6.17,8726,South Zone,75.8
T0233,V010,D014,Driver_14,2023-06-04 16:00:00,6,2,Route_Highway_2,Highway,191.8,13.15,14.585551330798479,1444.99,4.8,Moderate,Medium,Clear,50,Major Delay,3.2,4.03,55975.82,4,22.625,461.13223339874514,1174.0690883182865,17074.14632171703,89.02,74.65,3.4,14,Bus,Petrol,2017,14.54,2085,Central,46.2
T0234,V011,D004,Driver_4,2023-06-05 08:00:00,6,2,Route_Highway_2,Highway,374.9,24.29,15.434335117332235,2645.09,3.7,Moderate,Medium,Clear,11,Minor Delay,6.25,6.43,16252.189999999999,2,29.549999999999997,963.207446556881,1838.2235806575873,13572.616027214468,36.2,84.31,3.0,8,SUV,Diesel,2014,15.48,4443,East Zone,31.0
T0235,V012,D025,Driver_25,2023-06-06 00:00:00,6,2,Route_Rural_X,Rural,140.1,13.25,10.573584905660377,1182.28,3.9,Moderate,High,Clear,31,Major Delay,2.33,2.85,60915.99,5,25.1,0.0,692.599712194385,14058.077712194385,100.34,76.52,5.0,5,Sedan,Electric,2022,13.27,8055,South Zone,83.5
